"hgnc_symbol","ensembl_gene_id","ensembl_transcript_id","chromosome_name","percentage_gc_content","entrezgene","hgnc_symbol","hgnc_transcript_name","strand","band","transcript_length"
"APBA2","ENSG00000034053","ENST00000558402","15",0.486,321,"APBA2","APBA2-001",1,"q13.1",4031
"APBA3","ENSG00000011132","ENST00000590064","19",0.5664,9546,"APBA3","APBA3-002",-1,"p13.3",4250
"APBB1","ENSG00000166313","ENST00000609360","11",0.5187,322,"APBB1","APBB1-023",-1,"p15.4",2642
"APBB1IP","ENSG00000077420","ENST00000376236","10",0.4155,54518,"APBB1IP","APBB1IP-003",1,"p12.1",2771
"APBB2","ENSG00000163697","ENST00000295974","4",0.4241,323,"APBB2","APBB2-002",-1,"p13",8972
"APBB3","ENSG00000113108","ENST00000510241","5",0.4662,102465499,"APBB3","APBB3-006",-1,"q31.3",2801
"APC","ENSG00000134982","ENST00000457016","5",0.3763,324,"APC","APC-201",1,"q22.2",11025
"APC2","ENSG00000115266","ENST00000535453","19",0.6351,10297,"APC2","APC2-004",1,"p13.3",11650
"APCDD1","ENSG00000154856","ENST00000355285","18",0.462,147495,"APCDD1","APCDD1-001",1,"p11.22",3809
"APCDD1L","ENSG00000198768","ENST00000371149","20",0.4829,164284,"APCDD1L","APCDD1L-001",-1,"q13.32",3426
"APCS","ENSG00000132703","ENST00000255040","1",0.4496,325,"APCS","APCS-001",1,"q23.2",926
"APEH","ENSG00000164062","ENST00000296456","3",0.5808,327,"APEH","APEH-001",1,"p21.31",3220
"APEX1","ENSG00000100823","ENST00000557159","14",0.4705,328,"APEX1","APEX1-005",1,"q11.2",1803
"APEX2","ENSG00000169188","ENST00000374987","X",0.4909,27301,"APEX2","APEX2-001",1,"p11.21",3245
"APH1A","ENSG00000117362","ENST00000360244","1",0.5384,51107,"APH1A","APH1A-001",-1,"q21.2",2353
"APH1B","ENSG00000138613","ENST00000261879","15",0.4076,83464,"APH1B","APH1B-001",1,"q22.2",4189
"API5","ENSG00000166181","ENST00000378852","11",0.3775,8539,"API5","API5-001",1,"p12",3714
"APIP","ENSG00000149089","ENST00000532428","11",0.4049,51074,"APIP","APIP-002",-1,"p13",4583
"APITD1","ENSG00000175279","ENST00000602787","1",0.4792,100526739,"APITD1","APITD1-202",1,"p36.22",1469
"APITD1-CORT","ENSG00000251503","ENST00000400900","1",0.4792,100526739,"APITD1-CORT","APITD1-CORT-001",1,"p36.22",1469
"APLF","ENSG00000169621","ENST00000445692","2",0.3685,200558,"APLF","APLF-004",1,"p13.3",3906
"APLN","ENSG00000171388","ENST00000307484","X",0.562,8862,"APLN","APLN-201",-1,"q26.1",3220
"APLNR","ENSG00000134817","ENST00000606794","11",0.5526,187,"APLNR","APLNR-004",-1,"q12.1",3609
"APLP1","ENSG00000105290","ENST00000221891","19",0.5702,333,"APLP1","APLP1-002",1,"q13.12",2495
"APLP2","ENSG00000084234","ENST00000263574","11",0.436,334,"APLP2","APLP2-005",1,"q24.3",3720
"APOA1","ENSG00000118137","ENST00000236850","11",0.625,335,"APOA1","APOA1-001",-1,"q23.3",1227
"APOA1BP","ENSG00000163382","ENST00000368235","1",0.5638,128240,"APOA1BP","APOA1BP-001",1,"q23.1",1125
"APOA2","ENSG00000158874","ENST00000481413","1",0.5351,336,"APOA2","APOA2-003",-1,"q23.3",927
"APOA4","ENSG00000110244","ENST00000357780","11",0.5768,337,"APOA4","APOA4-001",-1,"q23.3",1470
"APOA5","ENSG00000110243","ENST00000542499","11",0.6022,116519,"APOA5","APOA5-201",-1,"q23.3",1929
"APOB","ENSG00000084674","ENST00000233242","2",0.4296,338,"APOB","APOB-001",-1,"p24.1",14121
"APOBEC1","ENSG00000111701","ENST00000229304","12",0.4429,339,"APOBEC1","APOBEC1-001",-1,"p13.31",879
"APOBEC2","ENSG00000124701","ENST00000244669","6",0.4483,10930,"APOBEC2","APOBEC2-001",1,"p21.1",1151
"APOBEC3A","ENSG00000128383","ENST00000402255","22",0.5522,100913187,"APOBEC3A","APOBEC3A-001",1,"q13.1",1478
"APOBEC3B","ENSG00000179750","ENST00000402182","22",0.5312,9582,"APOBEC3B","APOBEC3B-002",1,"q13.1",1844
"APOBEC3C","ENSG00000244509","ENST00000361441","22",0.5274,27350,"APOBEC3C","APOBEC3C-001",1,"q13.1",2818
"APOBEC3D","ENSG00000243811","ENST00000216099","22",0.5412,140564,"APOBEC3D","APOBEC3D-001",1,"q13.1",2528
"APOBEC3F","ENSG00000128394","ENST00000308521","22",0.5389,200316,"APOBEC3F","APOBEC3F-001",1,"q13.1",2694
"APOBEC3G","ENSG00000239713","ENST00000494150","22",0.5136,60489,"APOBEC3G","APOBEC3G-007",1,"q13.1",2775
"APOBEC3H","ENSG00000100298","ENST00000442487","22",0.5343,164668,"APOBEC3H","APOBEC3H-202",1,"q13.1",1047
"APOBEC4","ENSG00000173627","ENST00000308641","1",0.3878,403314,"APOBEC4","APOBEC4-001",-1,"q25.3",2648
"APOBR","ENSG00000184730","ENST00000564831","16",0.6259,55911,"APOBR","APOBR-001",1,"p11.2",3792
"APOC1","ENSG00000130208","ENST00000588750","19",0.5346,341,"APOC1","APOC1-001",1,"q13.32",689
"APOC1P1","ENSG00000214855","ENST00000574565","19",0.5232,342,"APOC1P1","APOC1P1-003",1,"q13.32",731
"APOC2","ENSG00000234906","ENST00000585786","19",0.5332,344,"APOC2","APOC2-002",1,"q13.32",880
"APOC3","ENSG00000110245","ENST00000375345","11",0.5646,345,"APOC3","APOC3-003",1,"q23.3",604
"APOC4","ENSG00000267467","ENST00000419266","19",0.5408,346,"APOC4","APOC4-201",1,"q13.32",1761
"APOC4-APOC2","ENSG00000224916","ENST00000585685","19",0.5407,346,"APOC4-APOC2","APOC4-APOC2-002",1,"q13.32",1829
"APOD","ENSG00000189058","ENST00000463719","3",0.46,347,"APOD","APOD-002",-1,"q29",1210
"APOE","ENSG00000130203","ENST00000252486","19",0.6096,348,"APOE","APOE-001",1,"q13.32",1208
"APOF","ENSG00000175336","ENST00000398189","12",0.4936,319,"APOF","APOF-001",-1,"q13.3",1715
"APOH","ENSG00000091583","ENST00000205948","17",0.4288,350,"APOH","APOH-001",-1,"q24.2",1176
"APOL1","ENSG00000100342","ENST00000319136","22",0.5001,8542,"APOL1","APOL1-003",1,"q12.3",3000
"APOL2","ENSG00000128335","ENST00000249066","22",0.4957,23780,"APOL2","APOL2-001",-1,"q12.3",2685
"APOL3","ENSG00000128284","ENST00000424878","22",0.4722,80833,"APOL3","APOL3-202",-1,"q12.3",3634
"APOL4","ENSG00000100336","ENST00000405511","22",0.4911,80832,"APOL4","APOL4-002",-1,"q12.3",3414
"APOL5","ENSG00000128313","ENST00000249044","22",0.4771,80831,"APOL5","APOL5-001",1,"q12.3",1438
"APOL6","ENSG00000221963","ENST00000409652","22",0.4158,80830,"APOL6","APOL6-001",1,"q12.3",10121
"APOLD1","ENSG00000178878","ENST00000356591","12",0.4282,81575,"APOLD1","APOLD1-002",1,"p13.1",4646
"APOM","ENSG00000204444","ENST00000375916","6",0.5015,55937,"APOM","APOM-001",1,"p21.33",1184
"APOO","ENSG00000184831","ENST00000379226","X",0.4327,79135,"APOO","APOO-002",-1,"p22.11",1118
"APOOL","ENSG00000155008","ENST00000373173","X",0.3716,139322,"APOOL","APOOL-001",1,"q21.1",1279
"APOPT1","ENSG00000256053","ENST00000409074","14",0.4897,84334,"APOPT1","APOPT1-001",1,"q32.33",2523
"APP","ENSG00000142192","ENST00000358918","21",0.3973,351,"APP","APP-201",-1,"q21.3",3578
"APPBP2","ENSG00000062725","ENST00000083182","17",0.397,10513,"APPBP2","APPBP2-001",-1,"q23.2",6468
"APPL1","ENSG00000157500","ENST00000288266","3",0.3738,26060,"APPL1","APPL1-001",1,"p14.3",6058
"APPL2","ENSG00000136044","ENST00000258530","12",0.4365,55198,"APPL2","APPL2-001",-1,"q23.3",3239
"APRT","ENSG00000198931","ENST00000378364","16",0.6435,353,"APRT","APRT-001",-1,"q24.3",947
"APTX","ENSG00000137074","ENST00000379817","9",0.4268,54840,"APTX","APTX-011",-1,"p21.1",2106
"AQP1","ENSG00000240583","ENST00000311813","7",0.5468,358,"AQP1","AQP1-001",1,"p14.3",2752
"AQP10","ENSG00000143595","ENST00000484864","1",0.5264,89872,"AQP10","AQP10-001",1,"q21.3",2262
"AQP11","ENSG00000178301","ENST00000313578","11",0.4204,282679,"AQP11","AQP11-001",1,"q14.1",2152
"AQP12A","ENSG00000184945","ENST00000429564","2",0.6255,375318,"AQP12A","AQP12A-201",1,"q37.3",1110
"AQP12B","ENSG00000185176","ENST00000414322","2",0.6283,653437,"AQP12B","AQP12B-002",-1,"q37.3",3013
"AQP2","ENSG00000167580","ENST00000199280","12",0.5488,359,"AQP2","AQP2-001",1,"q13.12",4174
"AQP3","ENSG00000165272","ENST00000493581","9",0.5565,360,"AQP3","AQP3-005",-1,"p13.3",2911
"AQP4","ENSG00000171885","ENST00000383168","18",0.4003,361,"AQP4","AQP4-001",-1,"q11.2",5274
"AQP5","ENSG00000161798","ENST00000293599","12",0.6073,362,"AQP5","AQP5-001",1,"q13.12",1450
"AQP6","ENSG00000086159","ENST00000489786","12",0.5752,363,"AQP6","AQP6-002",1,"q13.12",5129
"AQP7","ENSG00000165269","ENST00000537089","9",0.5348,101930168,"AQP7","AQP7-202",-1,"p13.3",1668
"AQP7P1","ENSG00000186466","ENST00000334576","9",0.5287,NA,"AQP7P1","AQP7P1-201",-1,"q13",1375
"AQP7P3","ENSG00000156750","ENST00000428759","9",0.526,NA,"AQP7P3","AQP7P3-001",1,"p12",2351
"AQP8","ENSG00000103375","ENST00000219660","16",0.5027,343,"AQP8","AQP8-001",1,"p12.1",1359
"AQP9","ENSG00000103569","ENST00000219919","15",0.4063,366,"AQP9","AQP9-001",1,"q21.3",3034
"AQR","ENSG00000021776","ENST00000156471","15",0.3751,9716,"AQR","AQR-001",-1,"q14",5945
"AR","ENSG00000169083","ENST00000374690","X",0.3959,367,"AR","AR-001",1,"q12",10065
"ARAF","ENSG00000078061","ENST00000377045","X",0.5123,369,"ARAF","ARAF-001",1,"p11.23",2458
"ARAP1","ENSG00000186635","ENST00000359373","11",0.5491,116985,"ARAP1","ARAP1-002",-1,"q13.4",5767
"ARAP2","ENSG00000047365","ENST00000303965","4",0.3553,101928667,"ARAP2","ARAP2-001",-1,"p14",7514
"ARAP3","ENSG00000120318","ENST00000239440","5",0.5143,64411,"ARAP3","ARAP3-001",-1,"q31.3",5250
"ARC","ENSG00000198576","ENST00000356613","8",0.6699,23237,"ARC","ARC-001",-1,"q24.3",3948
"ARCN1","ENSG00000095139","ENST00000359415","11",0.4233,372,"ARCN1","ARCN1-003",1,"q23.3",4038
"AREG","ENSG00000109321","ENST00000395748","4",0.3689,727738,"AREG","AREG-001",1,"q13.3",1240
"ARF1","ENSG00000143761","ENST00000541182","1",0.5233,100500810,"ARF1","ARF1-202",1,"q42.13",2006
"ARF3","ENSG00000134287","ENST00000256682","12",0.4776,377,"ARF3","ARF3-001",-1,"q13.12",4105
"ARF4","ENSG00000168374","ENST00000303436","3",0.4171,378,"ARF4","ARF4-001",-1,"p14.3",1660
"ARF5","ENSG00000004059","ENST00000463733","7",0.565,381,"ARF5","ARF5-002",1,"q32.1",1509
"ARF6","ENSG00000165527","ENST00000298316","14",0.5699,382,"ARF6","ARF6-001",1,"q21.3",1583
"ARFGAP1","ENSG00000101199","ENST00000370275","20",0.5973,55738,"ARFGAP1","ARFGAP1-004",1,"q13.33",3467
"ARFGAP2","ENSG00000149182","ENST00000524782","11",0.5319,84364,"ARFGAP2","ARFGAP2-001",-1,"p11.2",2976
"ARFGAP3","ENSG00000242247","ENST00000263245","22",0.45,26286,"ARFGAP3","ARFGAP3-001",-1,"q13.2",2857
"ARFGEF1","ENSG00000066777","ENST00000262215","8",0.3836,10565,"ARFGEF1","ARFGEF1-001",-1,"q13.2",7225
"ARFGEF2","ENSG00000124198","ENST00000371917","20",0.4319,10564,"ARFGEF2","ARFGEF2-001",1,"q13.13",8852
"ARFIP1","ENSG00000164144","ENST00000451320","4",0.3733,27236,"ARFIP1","ARFIP1-001",1,"q31.3",3424
"ARFIP2","ENSG00000132254","ENST00000254584","11",0.5355,23647,"ARFIP2","ARFIP2-008",-1,"p15.4",2543
"ARFRP1","ENSG00000101246","ENST00000609243","20",0.6243,10139,"ARFRP1","ARFRP1-006",-1,"q13.33",5177
"ARG1","ENSG00000118520","ENST00000368087","6",0.3797,383,"ARG1","ARG1-001",1,"q23.2",1532
"ARG2","ENSG00000081181","ENST00000261783","14",0.422,384,"ARG2","ARG2-001",1,"q24.1",2045
"ARGFX","ENSG00000186103","ENST00000334384","3",0.4187,503582,"ARGFX","ARGFX-001",1,"q13.33",992
"ARGFXP2","ENSG00000265293","ENST00000579304","17",0.4767,NA,"ARGFXP2","ARGFXP2-001",-1,"q11.2",949
"ARGLU1","ENSG00000134884","ENST00000400198","13",0.3766,55082,"ARGLU1","ARGLU1-001",-1,"q33.3",3390
"ARHGAP1","ENSG00000175220","ENST00000311956","11",0.5308,392,"ARHGAP1","ARHGAP1-001",-1,"p11.2",3375
"ARHGAP10","ENSG00000071205","ENST00000506054","4",0.4094,79658,"ARHGAP10","ARHGAP10-003",1,"q31.23",8188
"ARHGAP11A","ENSG00000198826","ENST00000361627","15",0.3789,9824,"ARHGAP11A","ARHGAP11A-001",1,"q13.3",5898
"ARHGAP11B","ENSG00000187951","ENST00000602616","15",0.4092,100288637,"ARHGAP11B","ARHGAP11B-007",1,"q13.2",5637
"ARHGAP12","ENSG00000165322","ENST00000375250","10",0.3692,94134,"ARHGAP12","ARHGAP12-008",-1,"p11.22",4914
"ARHGAP15","ENSG00000075884","ENST00000409869","2",0.3648,101928361,"ARHGAP15","ARHGAP15-002",1,"q22.2",2968
"ARHGAP17","ENSG00000140750","ENST00000572314","16",0.4436,55114,"ARHGAP17","ARHGAP17-008",-1,"p12.1",4966
"ARHGAP18","ENSG00000146376","ENST00000368149","6",0.3852,93663,"ARHGAP18","ARHGAP18-001",-1,"q22.33",4462
"ARHGAP19","ENSG00000213390","ENST00000492211","10",0.4283,84986,"ARHGAP19","ARHGAP19-004",-1,"q24.1",5525
"ARHGAP19-SLIT1","ENSG00000269891","ENST00000453547","10",0.4833,84986,"ARHGAP19-SLIT1","ARHGAP19-SLIT1-203",-1,"q24.1",8956
"ARHGAP20","ENSG00000137727","ENST00000260283","11",0.3675,57569,"ARHGAP20","ARHGAP20-001",-1,"q23.1",6189
"ARHGAP21","ENSG00000107863","ENST00000396432","10",0.3896,57584,"ARHGAP21","ARHGAP21-001",-1,"p12.1",7167
"ARHGAP22","ENSG00000128805","ENST00000460425","10",0.4775,58504,"ARHGAP22","ARHGAP22-008",-1,"q11.22",2764
"ARHGAP23","ENSG00000225485","ENST00000443378","17",0.5533,57636,"ARHGAP23","ARHGAP23-201",1,"q12",6276
"ARHGAP24","ENSG00000138639","ENST00000395184","4",0.3675,83478,"ARHGAP24","ARHGAP24-001",1,"q21.23",4661
"ARHGAP25","ENSG00000163219","ENST00000295381","2",0.4183,9938,"ARHGAP25","ARHGAP25-201",1,"p13.3",2979
"ARHGAP26","ENSG00000145819","ENST00000378004","5",0.4217,23092,"ARHGAP26","ARHGAP26-008",1,"q31.3",9200
"ARHGAP27","ENSG00000159314","ENST00000531735","17",0.5468,201176,"ARHGAP27","ARHGAP27-010",-1,"q21.31",4754
"ARHGAP28","ENSG00000088756","ENST00000419673","18",0.391,79822,"ARHGAP28","ARHGAP28-001",1,"p11.31",5492
"ARHGAP29","ENSG00000137962","ENST00000482481","1",0.3807,9411,"ARHGAP29","ARHGAP29-003",-1,"p21.3",8480
"ARHGAP30","ENSG00000186517","ENST00000461003","1",0.4952,257106,"ARHGAP30","ARHGAP30-004",-1,"q23.3",4857
"ARHGAP31","ENSG00000031081","ENST00000264245","3",0.4344,57514,"ARHGAP31","ARHGAP31-001",1,"q13.33",9317
"ARHGAP32","ENSG00000134909","ENST00000310343","11",0.3686,9743,"ARHGAP32","ARHGAP32-001",-1,"q24.3",10111
"ARHGAP33","ENSG00000004777","ENST00000007510","19",0.6093,115703,"ARHGAP33","ARHGAP33-201",1,"q13.12",4401
"ARHGAP35","ENSG00000160007","ENST00000404338","19",0.4796,2909,"ARHGAP35","ARHGAP35-001",1,"q13.32",8889
"ARHGAP36","ENSG00000147256","ENST00000276211","X",0.4618,158763,"ARHGAP36","ARHGAP36-005",1,"q26.1",3083
"ARHGAP39","ENSG00000147799","ENST00000276826","8",0.5234,80728,"ARHGAP39","ARHGAP39-001",-1,"q24.3",4697
"ARHGAP4","ENSG00000089820","ENST00000370028","X",0.5814,393,"ARHGAP4","ARHGAP4-001",-1,"q28",3372
"ARHGAP40","ENSG00000124143","ENST00000373345","20",0.4852,343578,"ARHGAP40","ARHGAP40-201",1,"q11.23",2841
"ARHGAP42","ENSG00000165895","ENST00000524892","11",0.3803,143872,"ARHGAP42","ARHGAP42-003",1,"q22.1",5685
"ARHGAP44","ENSG00000006740","ENST00000584974","17",0.4268,9912,"ARHGAP44","ARHGAP44-013",1,"p12",4428
"ARHGAP5","ENSG00000100852","ENST00000345122","14",0.3695,394,"ARHGAP5","ARHGAP5-201",1,"q12",9604
"ARHGAP5-AS1","ENSG00000258655","ENST00000553596","14",0.4887,84837,"ARHGAP5-AS1","ARHGAP5-AS1-001",-1,"q12",1375
"ARHGAP6","ENSG00000047648","ENST00000489330","X",0.3922,395,"ARHGAP6","ARHGAP6-008",-1,"p22.2",6299
"ARHGAP8","ENSG00000241484","ENST00000460809","22",0.5272,553158,"ARHGAP8","ARHGAP8-002",1,"q13.31",2905
"ARHGAP9","ENSG00000123329","ENST00000393797","12",0.5184,64333,"ARHGAP9","ARHGAP9-002",-1,"q13.3",2912
"ARHGDIA","ENSG00000141522","ENST00000269321","17",0.6812,396,"ARHGDIA","ARHGDIA-001",-1,"q25.3",1906
"ARHGDIB","ENSG00000111348","ENST00000228945","12",0.4111,397,"ARHGDIB","ARHGDIB-001",-1,"p12.3",1256
"ARHGDIG","ENSG00000242173","ENST00000477621","16",0.6351,398,"ARHGDIG","ARHGDIG-003",1,"p13.3",1272
"ARHGEF1","ENSG00000076928","ENST00000600274","19",0.5826,100505585,"ARHGEF1","ARHGEF1-002",1,"q13.2",3439
"ARHGEF10","ENSG00000104728","ENST00000518288","8",0.5,9639,"ARHGEF10","ARHGEF10-001",1,"p23.3",5648
"ARHGEF10L","ENSG00000074964","ENST00000469726","1",0.5436,55160,"ARHGEF10L","ARHGEF10L-004",1,"p36.13",4585
"ARHGEF11","ENSG00000132694","ENST00000368194","1",0.4451,9826,"ARHGEF11","ARHGEF11-001",-1,"q23.1",6889
"ARHGEF12","ENSG00000196914","ENST00000397843","11",0.3737,23365,"ARHGEF12","ARHGEF12-001",1,"q23.3",9660
"ARHGEF15","ENSG00000198844","ENST00000361926","17",0.5527,22899,"ARHGEF15","ARHGEF15-001",1,"p13.1",4154
"ARHGEF16","ENSG00000130762","ENST00000378378","1",0.6308,27237,"ARHGEF16","ARHGEF16-001",1,"p36.32",3061
"ARHGEF17","ENSG00000110237","ENST00000263674","11",0.5527,9828,"ARHGEF17","ARHGEF17-001",1,"q13.4",7853
"ARHGEF18","ENSG00000104880","ENST00000359920","19",0.5144,23370,"ARHGEF18","ARHGEF18-001",1,"p13.2",5733
"ARHGEF19","ENSG00000142632","ENST00000270747","1",0.5733,128272,"ARHGEF19","ARHGEF19-001",-1,"p36.13",3029
"ARHGEF2","ENSG00000116584","ENST00000462460","1",0.5095,9181,"ARHGEF2","ARHGEF2-004",-1,"q22",4438
"ARHGEF25","ENSG00000240771","ENST00000286494","12",0.564,115557,"ARHGEF25","ARHGEF25-001",1,"q13.3",2552
"ARHGEF26","ENSG00000114790","ENST00000356448","3",0.3897,26084,"ARHGEF26","ARHGEF26-001",1,"q25.2",5254
"ARHGEF26-AS1","ENSG00000243069","ENST00000491862","3",0.38,100507524,"ARHGEF26-AS1","ARHGEF26-AS1-001",-1,"q25.2",2598
"ARHGEF3","ENSG00000163947","ENST00000413728","3",0.4362,50650,"ARHGEF3","ARHGEF3-003",-1,"p14.3",3992
"ARHGEF33","ENSG00000214694","ENST00000409978","2",0.4152,100271715,"ARHGEF33","ARHGEF33-001",1,"p22.1",4484
"ARHGEF35","ENSG00000213214","ENST00000378115","7",0.4232,445328,"ARHGEF35","ARHGEF35-001",-1,"q35",2431
"ARHGEF37","ENSG00000183111","ENST00000333677","5",0.4476,389337,"ARHGEF37","ARHGEF37-001",1,"q32",4968
"ARHGEF38","ENSG00000236699","ENST00000420470","4",0.3636,54848,"ARHGEF38","ARHGEF38-001",1,"q24",5454
"ARHGEF4","ENSG00000136002","ENST00000409359","2",0.467,101930241,"ARHGEF4","ARHGEF4-003",1,"q21.1",4788
"ARHGEF40","ENSG00000165801","ENST00000298694","14",0.5384,55701,"ARHGEF40","ARHGEF40-001",1,"q11.2",5919
"ARHGEF5","ENSG00000050327","ENST00000056217","7",0.4806,7984,"ARHGEF5","ARHGEF5-001",1,"q35",5544
"ARHGEF6","ENSG00000129675","ENST00000250617","X",0.3977,9459,"ARHGEF6","ARHGEF6-001",-1,"q26.3",6019
"ARHGEF7","ENSG00000102606","ENST00000375741","13",0.4455,8874,"ARHGEF7","ARHGEF7-204",1,"q34",5525
"ARHGEF9","ENSG00000131089","ENST00000253401","X",0.4073,23229,"ARHGEF9","ARHGEF9-001",-1,"q11.2",5413
"ARID1A","ENSG00000117713","ENST00000324856","1",0.4593,8289,"ARID1A","ARID1A-001",1,"p36.11",8577
"ARID1B","ENSG00000049618","ENST00000346085","6",0.4083,57492,"ARID1B","ARID1B-001",1,"q25.3",9639
"ARID2","ENSG00000189079","ENST00000334344","12",0.3609,196528,"ARID2","ARID2-001",1,"q12",8642
"ARID3A","ENSG00000116017","ENST00000263620","19",0.5894,1820,"ARID3A","ARID3A-001",1,"p13.3",5983
"ARID3B","ENSG00000179361","ENST00000346246","15",0.4667,10620,"ARID3B","ARID3B-001",1,"q24.1",4271
"ARID3C","ENSG00000205143","ENST00000378909","9",0.5585,138715,"ARID3C","ARID3C-002",-1,"p13.3",1411
"ARID4A","ENSG00000032219","ENST00000355431","14",0.3748,5926,"ARID4A","ARID4A-001",1,"q23.1",5891
"ARID4B","ENSG00000054267","ENST00000264183","1",0.3995,51742,"ARID4B","ARID4B-201",-1,"q42.3",6067
"ARID5A","ENSG00000196843","ENST00000454558","2",0.5533,10865,"ARID5A","ARID5A-004",1,"q11.2",3079
"ARID5B","ENSG00000150347","ENST00000279873","10",0.4032,84159,"ARID5B","ARID5B-001",1,"q21.2",7891
"ARIH1","ENSG00000166233","ENST00000379887","15",0.3867,25820,"ARIH1","ARIH1-001",1,"q24.1",6047
"ARIH2","ENSG00000177479","ENST00000356401","3",0.4451,10425,"ARIH2","ARIH2-001",1,"p21.31",4933
"ARL1","ENSG00000120805","ENST00000261636","12",0.3951,400,"ARL1","ARL1-001",-1,"q23.2",3241
"ARL10","ENSG00000175414","ENST00000310389","5",0.5075,285598,"ARL10","ARL10-001",1,"q35.2",10845
"ARL11","ENSG00000152213","ENST00000282026","13",0.4731,115761,"ARL11","ARL11-001",1,"q14.2",3760
"ARL13A","ENSG00000174225","ENST00000450457","X",0.4449,392509,"ARL13A","ARL13A-003",1,"q22.1",1535
"ARL13B","ENSG00000169379","ENST00000535334","3",0.362,200894,"ARL13B","ARL13B-201",1,"q11.1",3906
"ARL14","ENSG00000179674","ENST00000320767","3",0.388,80117,"ARL14","ARL14-001",1,"q25.33",1286
"ARL15","ENSG00000185305","ENST00000502271","5",0.385,54622,"ARL15","ARL15-001",-1,"q11.2",3248
"ARL16","ENSG00000214087","ENST00000577142","17",0.5696,339231,"ARL16","ARL16-004",-1,"q25.3",2343
"ARL17A","ENSG00000185829","ENST00000336125","17",0.4335,100506084,"ARL17A","ARL17A-001",-1,"q21.31",3945
"ARL17B","ENSG00000228696","ENST00000572991","17",0.4364,100506084,"ARL17B","ARL17B-005",-1,"q21.31",2197
"ARL2","ENSG00000213465","ENST00000524585","11",0.5534,402,"ARL2","ARL2-002",1,"q13.1",1228
"ARL2BP","ENSG00000102931","ENST00000219204","16",0.4549,23568,"ARL2BP","ARL2BP-001",1,"q13",2099
"ARL3","ENSG00000138175","ENST00000260746","10",0.4457,403,"ARL3","ARL3-001",-1,"q24.32",3844
"ARL4A","ENSG00000122644","ENST00000396663","7",0.4268,10124,"ARL4A","ARL4A-201",1,"p21.3",3162
"ARL4C","ENSG00000188042","ENST00000390645","2",0.5016,10123,"ARL4C","ARL4C-001",-1,"q37.1",4013
"ARL4D","ENSG00000175906","ENST00000320033","17",0.5599,379,"ARL4D","ARL4D-001",1,"q21.31",1612
"ARL5A","ENSG00000162980","ENST00000295087","2",0.3735,101929356,"ARL5A","ARL5A-001",-1,"q23.3",5326
"ARL5B","ENSG00000165997","ENST00000377275","10",0.3723,221079,"ARL5B","ARL5B-001",1,"p12.31",7196
"ARL5C","ENSG00000141748","ENST00000581554","17",0.5216,390790,"ARL5C","ARL5C-003",-1,"q12",2412
"ARL6","ENSG00000113966","ENST00000493990","3",0.3436,84100,"ARL6","ARL6-002",1,"q11.2",1705
"ARL6IP1","ENSG00000170540","ENST00000304414","16",0.4091,23204,"ARL6IP1","ARL6IP1-001",-1,"p12.3",2407
"ARL6IP4","ENSG00000182196","ENST00000540708","12",0.6561,51329,"ARL6IP4","ARL6IP4-006",1,"q24.31",1782
"ARL6IP5","ENSG00000144746","ENST00000273258","3",0.425,10550,"ARL6IP5","ARL6IP5-001",1,"p14.1",2101
"ARL6IP6","ENSG00000177917","ENST00000326446","2",0.3691,151188,"ARL6IP6","ARL6IP6-001",1,"q23.3",2805
"ARL8A","ENSG00000143862","ENST00000272217","1",0.5334,127829,"ARL8A","ARL8A-001",-1,"q32.1",1793
"ARL8B","ENSG00000134108","ENST00000256496","3",0.4082,55207,"ARL8B","ARL8B-001",1,"p26.1",3005
"ARL9","ENSG00000196503","ENST00000360096","4",0.4196,132946,"ARL9","ARL9-001",1,"q12",1258
"ARMC1","ENSG00000104442","ENST00000276569","8",0.4261,55156,"ARMC1","ARMC1-001",-1,"q13.1",3029
"ARMC10","ENSG00000170632","ENST00000323716","7",0.4009,83787,"ARMC10","ARMC10-001",1,"q22.1",2629
"ARMC12","ENSG00000157343","ENST00000373866","6",0.4692,221481,"ARMC12","ARMC12-002",1,"p21.31",1254
"ARMC2","ENSG00000118690","ENST00000392644","6",0.4163,84071,"ARMC2","ARMC2-001",1,"q21",3241
"ARMC3","ENSG00000165309","ENST00000298032","10",0.3861,219681,"ARMC3","ARMC3-001",1,"p12.2",2811
"ARMC4","ENSG00000169126","ENST00000305242","10",0.3832,55130,"ARMC4","ARMC4-001",-1,"p12.1",3572
"ARMC5","ENSG00000140691","ENST00000457010","16",0.5818,79798,"ARMC5","ARMC5-002",1,"p11.2",4844
"ARMC6","ENSG00000105676","ENST00000535612","19",0.5131,93436,"ARMC6","ARMC6-001",1,"p13.11",2488
"ARMC7","ENSG00000125449","ENST00000245543","17",0.5199,79637,"ARMC7","ARMC7-001",1,"q25.1",2126
